7.83238e-14 9.72663e-11 1.81645e-06 1.05417e-06 1.6416e-13 9.66789e-10 2.03638e-21 0.999997 2.99074e-10 1.36446e-07 
5.6389e-14 1.05512e-07 1 8.51354e-08 1.25965e-18 8.08986e-12 2.53003e-13 4.14221e-14 3.40916e-12 1.32744e-20 
8.06877e-08 0.998691 0.000160521 1.65372e-05 4.16444e-05 8.24135e-06 1.55352e-06 0.000662142 0.000416121 2.58654e-06 
0.999963 4.39356e-12 1.67287e-05 2.48726e-08 2.50763e-08 4.27588e-07 1.51942e-05 2.23878e-06 3.14523e-08 2.46475e-06 
4.14547e-06 4.18488e-09 0.000173539 2.00523e-07 0.996176 2.05696e-06 1.13421e-05 0.000153523 1.68962e-06 0.00347763 
2.35145e-09 0.99973 7.70983e-06 1.61927e-06 4.133e-06 2.65415e-07 7.54214e-09 0.000189819 6.52345e-05 1.08687e-06 
8.81887e-11 5.55443e-08 1.41836e-07 1.1894e-07 0.999599 1.88851e-06 1.19157e-07 2.69967e-05 8.3322e-05 0.000288025 
6.36404e-08 3.13216e-06 1.06531e-05 0.000761641 0.00420029 0.000279523 1.69352e-08 0.000279632 1.72724e-05 0.994448 
1.77627e-09 1.17442e-15 4.36813e-10 1.40907e-09 2.02182e-10 0.996346 0.00359455 9.52478e-14 4.43554e-06 5.47894e-05 
3.20061e-10 1.1672e-09 2.10615e-07 1.30536e-06 0.008816 3.9228e-08 1.69431e-10 0.000116028 2.79973e-05 0.991038 
0.999999 6.37191e-13 6.71771e-07 1.59385e-10 2.97841e-12 2.06154e-09 1.03233e-08 5.20251e-10 6.10698e-10 3.88053e-08 
0.000176835 5.94268e-06 0.000150469 1.16451e-06 0.00013327 0.000138574 0.999253 1.73789e-06 0.00013857 7.78058e-08 
2.91411e-11 3.79393e-10 2.07163e-07 1.23803e-06 0.00034191 5.96007e-08 4.31642e-12 1.87668e-05 2.98662e-07 0.999637 
1 2.18141e-14 3.24799e-07 5.04648e-12 6.24624e-13 1.38587e-09 5.31249e-10 4.36531e-10 4.21816e-09 4.52147e-08 
1.79598e-12 0.999977 5.07721e-06 1.1147e-06 5.24347e-07 6.28671e-08 9.50879e-09 1.61946e-06 1.49921e-05 6.3041e-09 
8.94283e-12 1.38295e-05 3.91561e-09 0.0169392 8.75784e-12 0.983046 1.26655e-08 5.5574e-11 3.33835e-07 9.54498e-07 
3.22026e-08 9.16956e-11 1.25444e-05 2.06712e-06 0.000162518 6.35936e-08 1.0446e-09 0.000251757 2.31364e-06 0.999569 
2.22951e-16 9.48394e-14 1.10217e-07 2.50229e-08 4.1612e-17 3.24204e-12 1.37802e-26 1 1.80251e-13 2.05785e-09 
0.00215368 0.00132201 0.00686934 0.355841 0.0128773 0.157069 0.00673499 0.000828052 0.447858 0.00844634 
6.79585e-10 3.53201e-10 4.13199e-06 1.56641e-08 0.999981 1.39034e-07 5.27489e-08 4.37175e-06 4.94489e-09 1.0153e-05 
1.98522e-06 8.55969e-05 2.79366e-06 0.000776492 0.0128143 6.25629e-05 7.37074e-10 0.110615 0.000248393 0.875393 
7.68214e-06 9.17265e-09 1.57613e-06 2.52047e-07 7.37832e-06 0.00120104 0.998718 1.75909e-08 6.41999e-05 1.85641e-07 
0.000576051 9.46019e-07 0.000129947 1.18036e-06 0.000586839 4.3592e-05 0.998612 3.20624e-05 1.53896e-05 2.10928e-06 
1.09235e-17 1.46654e-13 8.53068e-16 6.80699e-08 8.37282e-17 1 2.86043e-10 6.87905e-18 2.05203e-10 5.32552e-10 
1.02197e-07 3.34644e-07 3.55343e-05 1.71849e-06 0.998989 2.25235e-05 2.37028e-06 0.000237806 5.87752e-07 0.000709824 
0.999996 2.13172e-15 3.36965e-06 1.90802e-12 2.18104e-10 3.94892e-10 9.03577e-07 1.08294e-10 6.23325e-09 2.17592e-08 
6.90614e-16 1.46234e-13 1.51042e-07 2.53565e-07 6.47676e-17 1.85453e-11 5.44321e-25 1 1.01442e-11 3.65258e-08 
1.11786e-08 1.79727e-11 7.36711e-06 7.25898e-09 0.999831 1.27473e-07 8.82158e-08 4.20693e-06 1.07127e-08 0.000157118 
0.999997 1.36456e-14 3.00573e-06 2.54323e-10 2.76642e-14 1.04966e-09 4.9998e-10 4.58238e-10 1.91065e-09 2.44143e-08 
1.93829e-12 0.999977 3.91377e-06 8.75494e-06 6.78631e-07 8.99088e-07 2.20257e-09 2.09724e-06 6.09489e-06 3.5497e-08 
2.06575e-19 5.74979e-10 2.82343e-09 1 1.81908e-14 5.60916e-08 7.84805e-22 4.06175e-09 3.03609e-10 4.07351e-08 
1.56383e-08 0.998831 5.16031e-05 0.000112969 0.000241172 6.39377e-05 1.50607e-06 8.99192e-05 0.000583877 2.41731e-05 
2.52285e-17 1.0208e-07 1.29748e-07 0.999999 1.4535e-11 5.9328e-07 3.04935e-17 1.23176e-09 1.74702e-08 3.17635e-09 
0.00141884 2.37049e-11 0.00206217 1.35637e-09 0.974649 0.000618967 0.0211611 7.53786e-06 4.93238e-05 3.33661e-05 
1.92425e-13 3.06509e-07 5.72664e-05 7.7116e-05 3.18972e-10 3.1855e-10 2.35629e-17 0.999865 1.65661e-07 2.49313e-07 
2.6923e-09 0.000448669 0.999158 0.000340216 1.36323e-11 6.56032e-07 1.20337e-08 1.66621e-05 3.56244e-05 9.39535e-11 
1.04947e-14 1.0334e-10 4.86399e-05 1.46767e-05 4.11896e-15 7.40671e-11 2.33594e-20 0.999937 5.43102e-09 6.63963e-08 
1.54044e-10 0.999885 3.47509e-06 1.54888e-06 1.22063e-05 1.95102e-06 6.74729e-08 1.26659e-05 8.18735e-05 1.32926e-06 
2.18731e-06 0.00799074 0.84229 0.149602 8.0055e-09 4.46846e-05 5.48413e-08 1.17394e-05 5.84642e-05 1.77671e-08 
1.23328e-11 0.999943 1.28489e-06 1.82521e-07 5.95684e-07 1.31659e-08 5.3487e-09 3.01808e-06 5.18616e-05 2.66407e-08 
2.96044e-08 0.998904 0.000122049 2.58345e-05 6.60833e-05 9.8506e-06 3.16224e-06 0.000253371 0.000611186 4.83715e-06 
